,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,405.2392099345387,415.1762962849529,424.9933722142795,434.5526115350889,443.7283390305111,452.45063465058297,460.70647104167716,468.5358573239893,476.34238462219287,483.7336471697233,491.09982423230707,498.0913953051237,504.72670346833183,511.2642796220463,517.5277363812289,523.4842978875818,529.152881224369,534.5503364693744,539.6900474881845,544.9471541460621,549.7532111389853
1,415.0764031470019,425.01342103377976,434.83015425301795,444.3885125112601,453.5626693036579,462.28274463875044,470.53586563382004,478.3423929011756,485.7336554050456,493.0998323481459,500.09140337533864,506.72671149259077,513.2642862118735,519.5277429322372,525.4843043992735,531.1528876964381,536.5503429019819,541.6900538819511,546.9471584962336,551.7532154622927,556.2981134811204
2,424.50645758841983,434.443154391698,444.25829553635253,453.8125836743817,462.9795216821052,471.68946757417734,479.9303523514397,487.72327628832477,495.0998441845753,502.0914151417022,508.7267231901486,515.2642967507406,521.5277534119306,527.4843148209792,533.152898060793,538.5503532091633,543.6900641316943,548.947166372905,553.753223295426,558.2981212709487,562.5496894009246
3,433.2752861298444,443.2111688751464,453.02228453526675,462.56630774466265,471.71510359274055,480.3997480157878,488.61041152507937,496.3703817340357,503.7123676698712,510.66766800296045,517.2643084129013,523.5277650087021,529.4843263535017,535.1529095296979,540.5503646148204,545.6900754743795,550.9471763323578,555.7532332051326,560.2981311330371,564.549699217135,568.4378210006444
4,441.2111810835612,451.23410706999493,461.03777661797517,470.56283125277025,479.6781600174389,488.3163088634992,496.4718962180541,504.1727632080397,511.4543245458599,518.3484573755904,524.8824337786426,531.0806231340584,536.9686658194884,542.5650784786284,547.8867541713735,552.9471863788051,557.7532431971026,562.2981410715001,566.5497091038793,570.4378308388906,574.3361821685983
5,449.23411769932676,459.03778550367633,468.5628397844057,477.87582527432744,486.9402057504595,495.50761746170684,503.5797430178043,511.1919639422056,518.3846573717217,525.1914607951767,531.6392087702245,537.7509912219125,543.5515146575063,549.0584168916473,554.2881828694162,559.2539930013344,563.9622693204585,568.4058684244102,572.5530979091725,576.3361910743865,579.6510528590151
6,457.03779474711166,466.56284761512075,475.87583301286867,484.9402138264785,493.5076257835706,502.1127796452117,510.07327513262675,517.5674015806916,524.6430463028103,531.3371518213092,537.6767388243995,543.6836439609104,549.3814424171057,554.7864337076036,559.9142334016426,564.777306286594,569.3813596680466,573.718781970874,577.758335104798,581.4345152318075,584.6478340767034
7,464.56285443962656,473.875840185601,482.94022059384946,491.50763259797185,500.11278757254,508.26299082965727,516.0872186874956,523.4370135237174,530.3701688032688,536.9285581705344,543.140185446527,549.0258290722095,554.6078576993526,559.9009037369428,564.9193830476129,569.6747905494784,574.1720006203036,578.402930588425,582.3367762722349,585.9100594135807,589.0272968015612
8,471.87584652433316,480.94022616675335,489.50763788794217,498.112794109597,506.26299850866917,514.0872264197162,521.7201947619616,528.9049126028215,535.6748916028982,542.0783609511054,548.1451228664573,553.8952136373348,559.3498554369012,564.5218654427971,569.4243072144894,574.067616338844,578.4558427526002,582.5805009238292,586.411226708488,589.8863377585976,592.9137456358595
9,478.94023022957253,487.50764160818454,496.11279920520985,504.2630048504166,512.0872328103949,519.7202022770815,527.034725887409,534.0401227765221,540.6321037049287,546.8662771500888,552.7749437303831,558.377779138119,563.6950477570273,568.7377857662675,573.517717858158,578.0442615229283,582.3207286653818,586.3383297518607,590.0671688290251,593.4471971589884,596.3892542734162
10,485.5076438370749,494.1128027991916,502.2630097962604,510.0872377179481,517.7202084905707,525.0347331970706,532.0678802409516,538.8859334603782,545.2909217998584,551.3463974235286,557.0876771243877,562.5344774578037,567.706397392039,572.6128779089855,577.2644467238241,581.6696331689121,585.8311391164508,589.7399778433676,593.3667606448147,596.6529735312783,599.5120724958523
11,492.11280495813486,500.2630132883208,508.0872410822812,515.72021326275,523.0347392416672,530.0678873530383,536.8416178023697,543.469350283425,549.6831786084223,555.5547824871413,561.1228570377358,566.4075726123114,571.4282308984688,576.1929668855247,580.7113300381261,584.9911359945044,589.0346181385245,592.8326943477563,596.3565223863786,599.5490633755765,602.3261900169487
12,498.26301538857683,506.08724307021123,513.7202165342754,521.034743884057,528.0678932347107,534.8416247235511,541.3702841669675,547.8082128778507,553.8300244849424,559.5154946910466,564.9070129346691,570.0256697397635,574.8909004729558,579.5098748056607,583.8913980783055,588.0427391474451,591.965784750411,595.6514369630852,599.0714260107809,602.170141898543,604.8657350881422
13,504.05118279400267,511.7202184662999,519.0347470638582,526.0678977470966,532.841630440369,539.3702908939492,545.6623422092285,551.9129069133979,557.7435208234059,563.2419928130012,568.4548194086061,573.4046033824237,578.111412463011,582.5817974305904,586.8240068520694,590.8448654246115,594.6459753814015,598.2182568487417,601.5340102610238,604.539002740919,607.1535486995444
14,509.5333937243975,517.0347489420593,524.0679008385197,530.841634827412,537.3702964518576,543.6623487491062,549.721349983165,555.7876864939959,561.428337259209,566.7391963296911,571.7714855943299,576.5500925500943,581.0962876686327,585.4163169175168,589.5179583234316,593.4075774612144,597.0864550435908,600.5454952619459,603.7575281504489,606.6696294832393,609.2041628678073
15,514.7407936956022,522.067902664742,528.8416378333898,535.3703007176733,541.6623541533719,547.7213563422125,553.5417826835672,559.4271589151784,564.8790535508846,570.0016632395192,574.8517541550754,579.4574229620333,583.8417560457561,588.0109473692733,591.9722622037596,595.7314494622018,599.2893163803129,602.6366471397081,605.7467299508605,608.5678683617355,611.0243473992618
16,519.6906302871593,526.841639609323,533.370303640938,539.6623583018312,545.7213615977954,551.541788867625,557.4271650689477,562.8095865051442,568.0747951265306,573.0096490413247,577.6773120977646,582.110010324749,586.3332112159005,590.353224773528,594.1766479084176,597.8083408646938,601.2484020037078,604.4873551731906,607.4988774768053,610.2324285647741,612.6140747221268
17,524.3939384575763,531.3703053666994,537.6623611423192,543.7213656284904,549.5417939738594,555.4271701637385,560.8095924880301,565.8892730817893,570.973180749711,575.7246399019245,580.2138050657483,584.4776869103754,588.5445017485654,592.4207368164189,596.112110709561,599.6222980704198,602.950455993388,606.0867409719473,609.0052011586612,611.6564179502659,613.9680937629661
18,528.8572055209632,535.6623628204997,541.721368390652,547.5417978933762,553.4271740742698,558.809597447583,563.8892789059109,568.9731865342474,573.5093567337616,578.0891857407363,582.4113528213097,586.5177885309218,590.43947781417,594.1830257611578,597.753092188619,601.1519676573985,604.3777500016997,607.4202269112691,610.253882900712,612.8304315098317,615.0790624433322
19,533.0830627751244,539.721370023488,545.5418005810337,551.4271767345917,556.8096012531619,561.8892837330357,566.9731913341974,571.5093623668927,576.0891913351277,580.0384945084883,584.2149123328508,588.1843670003502,591.9802350073222,595.6090812758304,599.0744328793988,602.3771914729166,605.5144618427521,608.4757858580072,611.2362063672748,613.7485853943911,615.943431483502
20,537.0656352369278,543.5418021874167,549.4271783186294,554.8096040333385,559.8892882322788,564.9731958177357,569.5093695450579,574.0891984473764,578.0385061088296,582.2149237915381,586.1843783321319,589.9802462281083,593.6090923991906,597.0744439151786,600.3772024272225,603.5144727187267,606.475796656786,609.2362170890277,611.9560719991962,614.4173539413191,616.569691811288
